member_id,member_name,representation,bill_code,bill_title,bill_status
319,Risa  Hontiveros,Senator Senate of the Philippines,SRN-198,RESOLUTION EXPRESSING THE PROFOUND SYMPATHY AND SINCERE CONDOLENCES OF THE SENATE OF THE PHILIPPINES ON THE DEATH OF QUEEN ELIZABETH II OF THE UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1192,"AN ACT RECOGNIZING THE SENTIENCE, SAPIENCE, AND INHERENT RIGHTS OF MARINE MAMMALS AND PROVIDING MECHANISMS FOR THE PROTECTION AND ENFORCEMENT THEREOF",PENDING IN THE COMMITTEE DATE : 9/7/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1193,"AN ACT REGULATING THE CATCHING, SALE, PURCHASE, POSSESSION, TRANSPORTATION, IMPORTATION, AND EXPORTATION OF ALL SHARKS, RAYS, AND CHIMAERAS AND ANY PART THEREOF IN THE COUNTRY",PENDING IN THE COMMITTEE DATE : 9/7/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1218,"AN ACT GRANTING THE ROMBLON ELECTRIC COOPERATIVE INC. A FRANCHISE TO CONSTRUCT, INSTALL, ESTABLISH, OPERATE, OWN, MANAGE AND MAINTAIN DISTRIBUTION SYSTEMS FOR
THE CONVEYANCE OF ELECTRIC POWER TO THE END-USERS IN THE MUNICIPALITIES OF BANTON, CORCUERA AND CONCEPCION, PROVINCE OF ROMBLON, AND FOR OTHER PURPOSES",PENDING IN THE COMMITTEE DATE : 9/7/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1219,AN ACT ESTABLISHING A NATIONAL EVALUATION POLICY,PENDING IN THE COMMITTEE DATE : 9/7/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1311,AN ACT PROVIDING FOR THE REVISED LABOR CODE OF THE PHILIPPINES,PENDING IN THE COMMITTEE DATE : 9/21/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1313,AN ACT DECLARING APRIL 7 OF EVERY YEAR AS BARANGAY HEALTH AND NUTRITION WORKERS DAY,PENDING IN THE COMMITTEE DATE : 9/21/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1314,"AN ACT STRENGTHENING THE REGULATORY SYSTEM IN THE COUNTRY TO COMBAT COUNTERFEIT PHARMACEUTICAL PRODUCTS, DECLARING THE MANUFACTURE, IMPORTATION, DISTRIBUTION, SALE OR OFFER FOR SALE, OR POSSESSION OF COUNTERFEIT PHARMACEUTICAL PRODUCTS AS AN OFFENSE INVOLVING ECONOMIC SABOTAGE, PROVIDING FOR THE PROHIBITIONS AND PENALTIES FOR VIOLATIONS AND REVISING FOR THE PURPOSE REPUBLIC ACT NO. 8203 OR THE SPECIAL LAW ON COUNTERFEIT DRUGS",PENDING IN THE COMMITTEE DATE : 9/21/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1315,AN ACT PROVIDING FOR THE DEVELOPMENT OF HEALTHCARE AND MANUFACTURING INDUSTRIES IN THE PHILIPPINES TO STRENGTHEN THE COUNTRY'S READINESS AND PROTECTION AGAINST PANDEMICS AND PROVIDING FUNDS THEREFORE,PENDING IN THE COMMITTEE DATE : 9/21/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1316,"AN ACT STRENGTHENING PHILIPPINE HEALTH SECURITY AND EMERGENCY PREPAREDNESS, READINESS AND RESPONSE AND APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",PENDING IN THE COMMITTEE DATE : 9/21/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1317,AN ACT ESTABLISHING THE PHILIPPINE GERIATRIC CENTER UNDER THE DEPARTMENT OF HEALTH AND APPROPRIATING FUNDS THEREFOR,PENDING IN THE COMMITTEE DATE : 9/21/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1318,AN ACT INSTITUTIONALIZING A NATIONAL PSORIASIS CARE PROGRAM AND APPROPRIATING FUNDS THEREFOR,PENDING IN THE COMMITTEE DATE : 9/21/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1319,AN ACT INSTITUTING A PHILIPPINE NATIONAL AUTISM CARE PLAN FOR THE SUPPORT OF PERSONS WITH AUTISM AND FOR OTHER PURPOSES,PENDING IN THE COMMITTEE DATE : 9/21/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1350,"AN ACT INSTITUTIONALIZING AN EMERGENCY MEDICAL SERVICES SYSTEM (EMSS), CREATING FOR THE PURPOSE THE NATIONAL EMSS  COUNCIL, AND APPROPRIATING FUNDS THEREFOR",PENDING IN THE COMMITTEE DATE : 9/28/2022
319,Risa  Hontiveros,Senator Senate of the Philippines,SBN-1353,AN ACT DECLARING THE MARITIME ZONES UNDER THE JURISDICTION OF THE REPUBLIC OF THE PHILIPPINES,PENDING IN THE COMMITTEE DATE : 11/7/2022
