member_id,member_name,representation,bill_code,bill_title,bill_status
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1,"AN ACT INSTITUTIONALIZING THE ?ONE TABLET, ONE STUDENT? PROGRAM FOR ALL STUDENTS ENROLLED IN PUBLIC SCHOOLS AND STATE UNIVERSITIES AND COLLEGES, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1113,"AN ACT PROVIDING FOR THE MODERNIZATION OF THE PUBLIC HEALTH EMERGENCY PREPAREDNESS AND RESPONSE CAPABILITIES, ESTABLISHING
FOR THIS PURPOSE THE CENTER FOR DISEASE PREVENTION AND CONTROL, AND APPROPRIATING FUNDS THEREFOR",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1114,"AN ACT PRESERVING THE COUNTRY?S TRADITIONAL FOLK ARTS AS PART OF ITS INTANGIBLE CULTURAL HERITAGE, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 11333, OTHERWISE KNOWN AS THE ?NATIONAL MUSEUM OF THE PHILIPPINES ACT? AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1115,AN ACT CREATING THE NATIONAL MUSEUM OF FILIPINO WOMEN AND APPROPRIATING FUNDS THEREFOR,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1116,"AN ACT PROVIDING FOR THE ESTABLISHMENT OF LOCAL STUDIES CENTERS IN STATE UNIVERSITIES AND COLLEGES (SUCS) THROUGHOUT THE PHILIPPINES, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1117,"AN ACT ESTABLISHING THE NATIONAL COASTAL GREENBELT ZONES AND THE NATIONAL COASTAL GREENBELT MANAGEMENT ACTION PLAN, PROVIDING FUNDS THEREFOR AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1118,"AN ACT PROMOTING THE DEVELOPMENT OF THE BAMBOO INDUSTRY BY STRENGTHENING THE PHILIPPINE BAMBOO INDUSTRY DEVELOPMENT COUNCIL, CREATING THE BAMBOO INDUSTRY RESEARCH AND DEVELOPMENT CENTER, PROVIDING INCENTIVES FOR BAMBOO PLANTATION DEVELOPMENT, AND APPROPRIATING FUNDS THEREFOR",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1119,"AN ACT ESTABLISHING PUBLIC HEALTH AND ENVIRONMENTAL STANDARDS AND SAFEGUARDS FOR THE BETTER NORMAL IN THE WORKPLACE, PUBLIC PLACES AND COMMUNITIES TOWARD A SUSTAINABLE RECOVERY FROM THE CORONAVIRUS DISESASE (COVID-19) PANDEMIC AND OTHER SIMILAR INFECTIOUS DISEASES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1240,"AN ACT AMENDING CERTAIN PROVISIONS OF REPUBLIC ACT NO. 7104, OTHERWISE KNOWN AS 'COMMISSION ON THE FILIPINO LANGUAGE ACT' AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1241,"AN ACT ESTABLISHING THE SCIENCE FOR CHANGE PROGRAM AND APPROPRIATING FUNDS, THEREFOR",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1242,"AN ACT ESTABLISHING THE NATIONAL CENTER FOR GERIATRIC HEALTH AND RESEARCH INSTITUTE, DEFINING ITS POWERS AND FUNCTIONS, CREATING REGIONAL GERIATRIC SPECIALTY CENTERS IN THE DEPARTMENT OF HEALTH-RETAINED HOSPITALS, AND APPROPRIATING FUNDS THEREFOR",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1243,"AN ACT
PROTECTING THE RIGHTS OF INTERNALLY DISPLACED PERSONS AND PENALIZING THE ACTS OF ARBITRARY INTERNAL DISPLACEMENT",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1244,"AN ACT CREATING THE DEPARTMENT OF WATER RESOURCES, DEFINING ITS POWERS AND FUNCTIONS, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1248,AN ACT INSTITUTING THE MAGNA CARTA OF FILIPINO SEAFARERS,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1249,"AN ACT PROVIDING FOR A PROPORTIONATE SCHOOL ADMISSION AND ACCEPTANCE SHARE IN THE PHILIPPINE MILITARY ACADEMY AND THE PHILIPPINE NATIONAL POLICE ACADEMY FOR MEMBERS OF THE INDIGENOUS CULTURAL COMMUNITIES/INDIGENOUS PEOPLES
AND OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1338,AN ACT INSTITUTIONALIZING RONDALLA TRAINING PROGRAMS FOR MUSIC TEACHERS,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1339,"AN ACT TO ENSURE GENDER-RESPONSIVE AND INCLUSIVE PROTOCOLS AND PROGRAMMING TO ADDRESS THE GENDER-DIFFERENTIATED NEEDS OF WOMEN DURING COVID-19 AND OTHER PUBLIC HEALTH CONCERNS, EMERGENCIES, AND DISASTERS",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1340,AN ACT PRESERVING THE INDIGENOUS SPORTS AND GAMES OF THE PHILIPPINES,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1341,"AN ACT PROVIDING PROTECTION TO CONSUMERS AND MERCHANTS ENGAGED IN INTERNET TRANSACTIONS, CREATING FOR THIS PURPOSE THE E-COMMERCE BUREAU, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1342,"AN ACT ADOPTING INTEGRATED COASTAL MANAGEMENT AS A NATIONAL STRATEGY FOR THE HOLISTIC AND SUSTAINABLE DEVELOPMENT OF THE COASTAL AND MARINE ENVIRONMENT AND RESOURCES, ESTABLISHING THE NATIONAL COASTAL GREENBELT ACTION PLAN, OTHER SUPPORTING MECHANISMS FOR IMPLEMENTATION, AND PROVIDING FUNDS THEREFOR",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1343,AN ACT INSTITUTIONALIZING A RESULTS-BASED NATIONAL EVALUATION POLICY,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1344,"AN ACT STRENGTHENING PUBLIC-PRIVATE PARTNERSHIPS, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1345,"AN ACT CREATING THE PHILIPPINE DISASTER AND EMERGENCY MANAGEMENT AUTHORITY, DEFINING ITS POWERS AND FUNCTIONS, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1594,"AN ACT INSTITUTIONALIZING THE ONE TOWN, ONE PRODUCT (OTOP) PHILIPPINES PROGRAM, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1647,AN ACT INSTITUTING THE MEDICAL RESERVE CORPS AND APPROPRIATING FUNDS THEREFOR,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1648,"AN ACT PROVIDING FOR BENEFITS AND PRIVILEGES TO UNPAID CARE WORKERS AND THEIR FAMILIES, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1649,AN ACT DEFINING THE MARITIME ZONES UNDER THE JURISDICTION OF THE REPUBLIC OF THE PHILIPPINES,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1866,"AN ACT PROMOTING THE USE OF BAYBAYIN AS A TOOL FOR CULTURAL DEVELOPMENT OF THE PHILIPPINES, PROVIDING FOR ITS PROMOTION, PROTECTION, PRESERVATION AND CONSERVATION, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1867,"AN ACT ESTABLISHING THE E-GOVERNMENT, DEFINING ITS POWERS AND FUNCTIONS, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-1870,"AN ACT STRENGTHENING AND REVITALIZING THE DEVELOPMENT OF THE SALT INDUSTRY IN THE PHILIPPINES, APPROPRIATING FUNDS THEREFOR, AMENDING REPUBLIC ACT NO. 8550, OTHERWISE KNOWN AS THE PHILIPPINE FISHERIES CODE OF 1998, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-2,THE MAGNA CARTA OF PUBLIC SCHOOL TEACHERS,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-238,"AN ACT DECLARING THE NORTHERN ANTIQUE PROTECTED SEASCAPE AND LANDSCAPE LOCATED IN THE MUNICIPALITIES OF LIBERTAD, PANDAN, SEBASTE, CULASI AND TIBIAO IN THE PROVINCE OF ANTIQUE AS AN ECOTOURISM ZONE TO ENCOURAGE THE RESPONSIBLE AND SUSTAINABLE USE AS WELL AS FOR THE PRESERVATION AND CONSERVATION OF THE NATURAL RESOURCES FOUND THEREIN, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-239,"AN ACT PROMOTING FOOD FOREST GARDENING, PROVIDING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-240,AN ACT PROVIDING FOR A SYSTEM OF REDISTRIBUTING AND RECYCLING FOOD WASTE TO PROMOTE FOOD SECURITY,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-242,AN ACT PROVIDING FOR THE INTEGRATION AND MAINSTREAMING OF CULTURAL EDUCATION PROGRAMS AND ACTIVITIES IN THE COUNTRY?S NATIONAL EDUCATION PROGRAM,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-243,AN ACT PROMOTING SUSTAINABLE AND ALTERNATIVE MODES OF TRANSPORTATION AND OTHER MOBILITY OPTIONS,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-245,AN ACT PROHIBITING DISCRIMINATION ON THE BASIS OF SEXUAL ORIENTATION AND GENDER IDENTITY OR EXPRESSION (SOGIE) AND PROVIDING PENALTIES THEREFOR,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-247,"AN ACT INSTITUTIONALIZING THE ONE TOWN, ONE PRODUCT (OTOP) PHILIPPINES PROGRAM, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-3,THE MAGNA CARTA OF PRIVATE SCHOOL TEACHERS,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-488,AN ACT DECLARING APRIL 7 OF EVERY YEAR AS BARANGAY HEALTH WORKERS DAY TO BE KNOWN AS BHW DAY,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-489,AN ACT ESTABLISHING THE PHILIPPINE VIROLOGY SCIENCE AND TECHNOLOGY INSTITUTE AND APPROPRIATING FUNDS THEREFOR,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-490,"AN ACT ESTABLISHING THE DEPARTMENT OF CULTURE, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
314,Loren  Legarda,Senator Senate of the Philippines,SBN-491,AN ACT PROVIDING FOR URBAN AND COUNTRYSIDE GREENING IN THE PHILIPPINES THROUGH MANDATORY TREE PLANTING AND ADOPTION OF A FOREST SANCTUARY BY PUBLIC SCHOOLS UNDER THE DEPARTMENT OF EDUCATION,
314,Loren  Legarda,Senator Senate of the Philippines,SBN-493,AN ACT STRENGTHENING THE FARM-TO-MARKET ROAD DEVELOPMENT PROGRAM AND PROVIDING FOR A SUSTAINED REGULAR FUNDING SUPPORT TO ACCELERATE ITS IMPLEMENTATION,
