member_id,member_name,representation,bill_code,bill_title,bill_status
332,Grace L. Poe,Senator Senate of the Philippines,SRN-198,RESOLUTION EXPRESSING THE PROFOUND SYMPATHY AND SINCERE CONDOLENCES OF THE SENATE OF THE PHILIPPINES ON THE DEATH OF QUEEN ELIZABETH II OF THE UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-100,AN ACT IMPLEMENTING THE PEOPLE'S RIGHT TO INFORMATION AND THE CONSTITUTIONAL POLICIES OF FULL PUBLIC DISCLOSURE AND HONESTY IN THE PUBLIC SERVICE AND FOR OTHER PURPOSES,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-102,"AN ACT ESTABLISHING THE NATIONAL FRAMEWORK FOR WATER RESOURCE MANAGEMENT AND CREATING THE DEPARTMENT OF WATER RESOURCES AND THE WATER REGULATORY COMMISSION, DEFINING THEIR MANDATE, POWERS AND FUNCTIONS, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-103,"AN ACT REORGANIZING AND STRENGTHENING THE DISASTER RISK REDUCTION AND MANAGEMENT SYSTEM OF THE PHILIPPINES, ESTABLISHING FOR THE PURPOSE THE DEPARTMENT OF DISASTER RESILIENCE AND EMERGENCY MANAGEMENT, EMPOWERING THE REGIONAL FIELD OFFICES, ESTABLISHING COORDINATING MECHANISMS, STRENGTHENING COMMUNITY PARTICIPATION, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-104,"AN ACT ALLOWING AND REGULATING THE USE OF MOTORCYCLES AS PUBLIC UTILITY VEHICLES, AMENDING FOR THIS PURPOSE REPUBLIC ACT NO. 4136, OTERWISE KNOWN AS THE LAND TRANSPORTATION AND TRAFFIC CODE, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-105,"AN ACT PROVIDING FOR A JUST AND HUMANE PUBLIC UTILITY VEHICLE (PUV) MODERNIZATION PROGRAM, WITH TRANSITORY ASSISTANCE AND SERVICES RENDERED TO PUV DRIVERS, OPERATORS AND STAKEHOLDERS, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-106,"AN ACT PROVIDING A FRAMEWORK FOR A COMMUTER-CENTERED TRANSPORTATION POLICY, APPROPRIATING FUNDS THEREFORE, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1064,"AN ACT STRENGTHENING THE FORFEITURE POWERS OF THE STATE, AMENDING FOR THE PURPOSE CERTAIN PROVISIONS OF REPUBLIC ACT NO. 1379, OTHERWISE KNOWN AS ?AN ACT DECLARING FORFEITURE IN FAVOR OF THE STATE ANY PROPERTY FOUND TO HAVE BEEN UNLAWFULLY ACQUIRED BY ANY PUBLIC OFFICER OR EMPLOYEE AND PROVIDING FOR THE PROCEEDINGS THEREFOR?",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1065,AN ACT ESTABLISHING INFORMATION AND COMMUNICATIONS TECHNOLOGY (ICT) HUBS NATIONWIDE,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1066,"AN ACT GRANTING SENIOR CITIZENS A MINIMUM OF FIVE PERCENT (5%) DISCOUNT ON THE FIRST 150 KILOWATT HOURS OF ELECTRICITY CONSUMPTION AND ON THE FIRST 50 CUBIC METERS OF WATER CONSUMPTION, AND EXEMPTION FROM THE VALUE-ADDED TAX (VAT), AMENDING FOR THIS PURPOSE REPUBLIC ACT NO. 9994, OTHERWISE KNOWN AS THE ?EXPANDED SENIOR CITIZENS? ACT OF 2010'",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1067,"AN ACT STRENGTHENING THE INTERNAL AFFAIRS SERVICE OF THE PHILIPPINE NATIONAL POLICE, AMENDING FOR THIS PURPOSE CERTAIN PROVISIONS OF REPUBLIC ACT NO. 6975, AS AMENDED BY REPUBLIC ACT NO. 8551, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1068,"AN ACT AMENDING REPUBLIC ACT NO. 1405, OTHERWISE KNOWN AS THE SECRECY OF BANK DEPOSITS LAW",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1069,"AN ACT CREATING A VACCINE AND HEALTH PASSPORT PROGRAM, AMENDING FOR THIS PURPOSE REPUBLIC ACT NO. 11525, OTHERWISE KNOWN AS THE COVID-19 VACCINATION PROGRAM ACT OF 2021, AND PROVIDING FUNDS THEREFOR",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-107,"AN ACT TO REGULATE THE RATIONAL EXPLORATION, DEVELOPMENT AND UTILIZATION OF MINERAL RESOURCES, AND TO ENSURE THE EQUITABLE SHARING OF BENEFITS FOR THE STATE, INDIGENOUS PEOPLES AND LOCAL COMMUNITIES, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1070,"AN ACT ERADICATING ABUSIVE CONTRACTUALIZATION PRACTICES AND PENALIZING EMPLOYERS AND CONTRACTORS WHO COMMIT SUCH ABUSES, BY AMENDING FOR THIS PURPOSE BOOK THREE, TITLE TWO AND BOOK SIX, TITLE I OF PRESIDENTIAL DECREE NO. 442, OTHERWISE KNOWN AS THE LABOR CODE OF THE PHILIPPINES, AS AMENDED",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1071,"AN ACT PROVIDING A UNIFIED SYSTEM OF EXTENDING AND PROCESSING SCHOLARSHIP GRANTS, STUDENT LOAN PROGRAMS, SUBSIDIES, BURSARIES AND OTHER FINANCIAL SUPPORT WINDOWS FOR THE FILIPINO YOUTH, THEREBY ESTABLISHING THE NATIONAL SCHOLARSHIP COMMISSION, PROVIDING FUNDS THEREFOR AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1072,"AN ACT STRENGTHENING THE INSTITUTIONAL CAPACITY OF THE OFFICE OF THE OMBUDSMAN BY AMENDING CERTAIN PROVISIONS OF REPUBLIC ACT 6770, OTHERWISE KNOWN AS ?THE OMBUDSMAN ACT OF 1989,? AND PROVIDING FUNDS THEREFOR",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1073,"AN ACT CREATING THE PHILIPPINE AIRPORTS AUTHORITY, DEFINING ITS POWERS, FUNCTIONS AND RESPONSIBILITIES, PROVIDING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1074,"AN ACT BROADENING THE OPPORTUNITIES OF FILIPINO YOUTH BY ALLOWING GRADUATES OF K-12 ENHANCED EDUCATION IN THE PHILIPPINE NATIONAL POLICE, AMENDING FOR THE PURPOSE
THE PNP LAW, R.A. 6975 AS AMENDED BY R.A. 8551",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1075,"AN ACT EXPANDING THE BENEFITS OF THE SOCIAL SECURITY SYSTEM TO PROVIDE FOR UNEMPLOYMENT BENEFITS, AMENDING FOR THIS PURPOSE REPUBLIC ACT NO. 8282, OTHERWISE KNOWN AS THE SOCIAL SECURITY ACT OF 1997",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-108,"AN ACT PROHIBITING DISCRIMINATION ON THE BASIS OF AGE, INDIGENOUS, RACIAL OR ETHNIC ORIGIN, RELIGIOUS BELIEF OR ACTIVITY, POLITICAL INCLINATION OR CONVICTION, SOCIAL CLASS, SEX, GENDER, SEXUAL ORIENTATION, SEX CHARACTERISTICS, GENDER IDENTITY, GENDER EXPRESSION, MARITAL OR RELATIONSHIP STATUS, DISABILITY, HIV STATUS, PROFESSION OR OCCUPATION, HEALTH STATUS OR MEDICAL HISTORY, LANGUAGE, PHYSICAL FEATURES, AND OTHER STATUS, AND PROVIDING PENALTIES THEREFORE",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1121,"AN ACT CREATING A PHILIPPINE TRANSPORTATION SAFETY BOARD, PRESCRIBING ITS POWERS AND FUNCTIONS, AND APPROPRIATING FUNDS THEREOF",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-1279,AN ACT GRANTING PHILIPPINE CITIZENSHIP TO JUVENAL SANSO,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-329,AN ACT REQUIRING ALL PUBLIC TELECOMMUNICATIONS ENTITIES AND INTERNET SERVICE PROVIDERS IN THE COUNTRY TO INCREASE SERVICE COVERAGE AND DELIVER A MINIMUM STANDARD FOR INTERNET CONNECTION SPEED,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-330,"AN ACT TO ENSURE EASIER COMMUTING BY ESTABLISHING A NETWORK OF SUSTAINABLE ELEVATED WALKWAYS ALONG ALL MAJOR PUBLIC THOROUGHFARES IN HIGH DENSITY URBAN AREAS, ESTABLISHING APPROPRIATE INFRASTRUCTURE AND FACILITIES, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-331,"AN ACT TO PROMOTE THE USE OF BICYCLES AS AN ALTERNATIVE MODE OF TRANSPORTATION, ESTABLISHING APPROPRIATE INFRASTRUCTURE AND FACILITIES, APPROPRIAITNG FUNDS THEREFOR, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-332,AN ACT FURTHER STRENGTHENING THE SYSTEM OF BIRTH REGISTRATION OF CHILDREN IN NEED OF SPECIAL PROTECTION (CNSP) IN THE PHILIPPINES,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-333,"AN ACT PROVIDING FOR A MAGNA CARTA FOR TRICYCLE DRIVERS AND OPERATORS, INSTITUTIONALIZING MECHANISMS FOR ITS IMPLEMENTATION, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-334,"AN ACT ESTABLISHING THE E-GOVERNMENT, DEFINING ITS POWERS AND FUNCTIONS, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-335,"AN ACT GRANTING THE PRESIDENT OF THE PHILIPPINES THE POWER TO SUSPEND THE SCHEDULED INCREASES IN PHILHEALTH PREMIUM CONTRIBUTION RATES, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 11223, OTHERWISE KNOWN AS THE 'UNIVERSAL HEALTH CARE ACT'",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-336,"AN ACT REGULATING THE USE OF BANK ACCOUNTS, E-WALLETS, AND OTHER FINANCIAL ACCOUNTS, PROVIDING PENALTIES THEREFOR AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-337,AN ACT PROVIDING A FRAMEWORK FOR THE RIGHT TO ADEQUATE FOOD,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-338,"AN ACT PROVIDING FOR A MAGNA CARTA FOR WORKERS, ENTERPRISES AND  ORGANIZATIONS IN THE INFORMAL ECONOMY, INSTITUTIONALIZING MECHANISMS FOR IMPLEMENTATION THEREOF, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-531,"AN ACT ENCOURAGING YOUTH SECTOR PARTICIPATION IN THE AGRICULTURAL SECTOR, ESTABLISHING FOR THE PURPOSE A 'TULONG KABATAAN SA AGRIKULTURA PROGRAM' AND A 'TULONG KABATAAN SA AGRIKULTURA TRUST FUND', APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-532,"AN ACT TO FURTHER PROMOTE THE ADOPTION OF ROOFTOP SOLAR TECHNOLOGY AMONG RESIDENTIAL, COMMERCIAL, INDUSTRIAL, AND GOVERNMENT END-USERS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 9513, OTHERWISE KNOWN AS THE 'RENEWABLE ENERGY ACT OF 2008', AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-533,AN ACT PROVIDING FOR THE MAGNA CARTA OF BARANGAY HEALTH WORKERS,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-534,"AN ACT PROMOTING SUSTAINABLE AND ALTERNATIVE MODES OF TRANSPORTATION AND OTHER MOBILITY OPTIONS TO IMPROVE AIR QUALITY, INCREASE EFFICIENCY, REDUCE CONGESTION AND CONTRIBUTE TO POSITIVE HEALTH IMPACTS IN OUR SOCIETY",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-535,AN ACT ENABLING BANKS TO EXPAND SERVICE DELIVERY CHANNELS THROUGH CASH AGENTS AND PROVIDING GUIDELINES THEREFOR,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-536,"AN ACT TO PROMOTE THE GROWTH AND DEVELOPMENT OF SOCIAL ENTERPRISES AS A MEANS TO ALLEVIATE POVERTY, ESTABLISHING FOR THE PURPOSE THE 'POVERTY REDUCTION THROUGH SOCIAL ENTREPRENEURSHIP (PRESENT) PROGRAM', PROVIDING INCENTIVES AND BENEFITS, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-537,"AN ACT DEFINING ECONOMIC SABOTAGE IN COMPUTER-RELATED OFFENSES AND AMENDING REPUBLIC ACT NO. 10175, OTHERWISE KNOWN AS THE 'CYBERCRIME PREVENTION ACT OF 2012'",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-538,"AN ACT REVISING AND STRENGTHENING THE DEFINITION OF THE CRIME OF RAPE, AMENDING FOR THE PURPOSE ARTICLES 266-A, 266-B AND
266-D, AND REPEALING ARTICLE 266-C OF ACT NO.
3815, OTHERWISE KNOWN AS THE REVISED PENAL CODE, AS AMENDED, AND FOR OTHER PURPOSES",
332,Grace L. Poe,Senator Senate of the Philippines,SBN-539,AN ACT PROMOTING THE GROWTH AND DEVELOPMENT OF THE CABLE TELEVISION (CATV) AND DIRECT-TO-HOME TELEVISION (DTH) INDUSTRY AND FOR OTHER PURPOSES,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-540,AN ACT INSTITUTIONALIZING SUPPORT MECHANISMS ON MATTERS OF STUDENT DISCIPLINE AND CLASSROOM MANAGEMENT FOR TEACHERS AND PERSONNEL IN TK2 PUBLIC SCHOOL SYSTEM,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-541,AN ACT REGULATING CLASS SIZE AND CONDITIONS IN ALL PUBLIC SCHOOLS AND APPROPRIATING FUNDS THEREFOR,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-542,AN ACT MANDATING THE INSTALLATION OF GRAY WATER TREATMENT SYSTEMS/FACILITIES IN BUILDINGS AND IMPOSING PENALTIES FOR VIOLATION THEREOF,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-543,AN ACT REPEALING ARTICLE 247 OF THE REVISED PENAL CODE,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-544,AN ACT STRENGTHENING NATIONAL PREPAREDNESS AND RESPONSE TO PUBLIC HEALTH EMERGENCIES BY CREATING A CENTER FOR DISEASE CONTROL,
332,Grace L. Poe,Senator Senate of the Philippines,SBN-545,"AN ACT CREATING A RAINWATER HARVESTING FACILITY FOR THE MANAGEMENT, MAINTENANCE, REGULATION, AND UTILIZATION OF RAINWATER RUNOFF, AND IMPROVEMENT OF ECOLOGICAL CHARACTERISTICS OF CATCHMENTS WITH THE END IN VIEW OF ADDRESSING FLOODING AND WATER SHORTAGE IN URBAN AND RURAL CENTERS",
