congress_id,link,long_title,short_title,authors,date_filed,subjects
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2205-17th-congress-republic,"AN ACT AMENDING PRESIDENTIAL DECREE NO. 442, AS AMENDED, OTHERWISE KNOWN AS THE LABOR CODE OF THE PHILIPPINES, AND PROVIDING FOR THE RATIONALIZATION OF WAGE LEVELS ON A NATIONAL OF INDUSTRIAL BASIS",RATIONALIZATION OF WAGE LEVELS ON A NATIONAL OF INDUSTRIAL BASIS,"EJERCITO, JOSEPH VICTOR G.","April 2, 2019",WAGE RATIONALIZATION/WAGE RATIONALIZATION ACT (R.A.NO. 6727); LABOR CODE OF THE PHILIPPINES (P.D. NO. 442)
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2174-17th-congress-republic,AN ACT ESTABLISHING SAFETY AND CLEANLINESS STANDARDS FOR PUBLIC INDOOR PLAY AREAS,SAFE PUBLIC INDOOR PLAY AREA ACT,"BINAY, MARIA LOURDES NANCY S.","January 23, 2019",SAFE PUBLIC INDOOR PLAY AREA
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2184-17th-congress-republic,"AN ACT INSTITUTIONALIZING A COMMUNITY-BASED MONITORING SYSTEM, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",COMMUNITY-BASED MONITORING SYSTEM ACT,"GATCHALIAN, WIN","January 28, 2019",COMMUNITY BASED MONITORING SYSTEM
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2145-17th-congress-republic,AN ACT EXTENDING THE SERVICES OF AUTOMATED TELLER MACHINES TO VISUALLY-IMPAIRED INDIVIDUALS,VISUALLY-IMPAIRED FRIENDLY ATM ACT,"BINAY, MARIA LOURDES NANCY S.","January 14, 2019",AUTOMATED TELLER MACHINES (ATM); BANKING INDUSTRY; BLIND PERSONS
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2217-17th-congress-republic,"AN ACT RENAMING THE VETERANS MEMORIAL MEDICAL (VMMC) CENTER LOCATED IN DILIMAN, QUEZON CITY TO VETERANS MEDICAL CENTER (VMC)",RENAMING THE VETERANS MEMORIAL MEDICAL CENTER (VMMC),Gregorio B. Honasan II,"March 28, 2019",VETERANS MEMORIAL MEDICAL CENTER (VMMC)
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2231-17th-congress-republic,AN ACT STRENGTHENING THE AL-AMANAH ISLAMIC BANK,AL-AMANAH ISLAMIC BANK OF THE PHILIPPINES ACT,"Paolo Benigno ""Bam"" Aquino IV","May 22, 2019",ISLAMIC BANKING
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2196-17th-congress-republic,AN ACT AMENDING CERTAIN PROVISIONS OF REPUBLIC ACT 9514 AND FOR OTHER PURPOSES,FIRE CODE OF THE PHILIPPINES OF 2018,"SOTTO III, VICENTE C.","January 30, 2019",FIRE CODE OF THE PHILIPPINES
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2155-17th-congress-republic,AN ACT GRANTING LEGAL RESIDENCY STATUS TO CERTAIN ALIENS IN THE PHILIPPINES UNDER CERTAIN CONDITIONS,ALIEN SOCIAL INTEGRATION ACT OF 2019,"GORDON, RICHARD J.","January 17, 2019",ALIEN SOCIAL INTEGRATION; FOREIGNERS/ALIEN
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2163-17th-congress-republic,"AN ACT EXEMPTING PETROLEUM PRODUCTS FROM VALUE-ADDED TAX, AMENDING FOR THE PURPOSE SECTION 109 OF THE NATIONAL INTERNAL REVENUE CODE OF 1997, AS AMENDED",EXEMPTING PETROLEUM PRODUCTS FROM VALUE-ADDED TAX,"PIMENTEL, AQUILINO ""KOKO"" III","January 21, 2019",TAX EXEMPTION; Petroleum products; TAXES (VALUE-ADDED TAX / VAT); TAX REFORM FOR ACCELERATION AND INCLUSION ACT (TRAIN)
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2206-17th-congress-republic,"AN ACT AMENDING REPUBLIC ACT NO. 8436, ENTITLED 'AN ACT AUTHORIZING THE COMMISSION ON ELECTIONS TO USE AN AUTOMATED ELECTION SYSTEM IN THE MAY 11, 1998 NATIONAL OR LOCAL ELECTIONS AND IN SUBSEQUENT NATIONAL AND LOCAL ELECTORAL EXERCISES, TO ENCOURAGE TRANSPARENCY, CREDIBILITY, FAIRNESS AND ACCURACY OF ELECTIONS, AMENDING FOR THE PURPOSE BATAS PAMBANSA BLG. 881, AS AMENDED, REPUBLIC ACT NO. 7166 AND OTHER RELATED ELECTION LAWS, PROVIDING FUNDS THEREFOR AND FOR OTHER PURPOSES', AS AMENDED.",AMENDING R.A.NO. 8436 (AUTHORIZING COMELEC TO USE AN AUTOMATED ELECTION SYSTEM),"PIMENTEL, AQUILINO ""KOKO"" III","April 2, 2019",COMMISSION ON ELECTION (COMELEC); ELECTIONS/ELECTORAL REFORMS; AUTOMATED ELECTION SYSTEM (R.A.NO. 9369)
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2175-17th-congress-republic,"AN ACT PROVIDING FOR A MAGNA CARTA FOR WORKERS, ENTERPRISES AND ORGANIZATIONS IN THE INFORMAL ECONOMY AND PROVIDING MECHANISMS FOR RECOGNITION, INTEGRATION, AND TRANSITION TO THE FORMAL ECONOMY",MAGNA CARTA FOR WORKERS IN THE INFORMAL ECONOMY,"ANGARA, SONNY","January 23, 2019",MAGNA CARTA OF WORKERS IN INFORMAL ECONOMY
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2185-17th-congress-republic,"AN ACT GRANTING THE APPROPRIATE CIVIL SERVICE ELIGIBILITY TO SANGGUNIANG KABATAAN OFFICIALS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 10742 OR THE SANGGUNIANG KABATAAN REFORM ACT OF 2015",CIVIL SERVICE ELIGIBILITY TO SANGGUNIANG KABATAAN OFFICIALS,"EJERCITO, JOSEPH VICTOR G.","January 28, 2019",CIVIL SERVICE ELIGIBILITY; SANGGUNIANG KABATAAN (SK)
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2146-17th-congress-republic,AN ACT ESTABLISHING A SAFETY INTERNET EDUCATION PROGRAM IN THE CURRICULUM OF ALL ELEMENTARY AND SECONDARY SCHOOLS,INTERNET SAFETY EDUCATION ACT,"BINAY, MARIA LOURDES NANCY S.","January 14, 2019",INTERNET SAFETY; CURRICULUM/CURRICULA; ELEMENTARY EDUCATION/PRIMARY EDUCATION; Secondary Education
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2218-17th-congress-republic,AN ACT AMENDING PROMOTING THE USE OF MICROGRID SYSTEMS FOR THE TOTAL ELECTRIFICATION OF UNSERVED AND UNDERSERVED AREAS,MICROGRID SYSTEMS ACT,"GATCHALIAN, WIN","April 22, 2019",MICROGRID; Electricity
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2232-17th-congress-republic,"AN ACT MANDATING THE INSTITUTIONALIZATION, DEVELOPMENT, TRAINING, ORGANIZATION AND ADMINISTRATION OF BASIC RESERVE OFFICERS TRAINING CORPS (ROTC) IN GRADES 11 AND 12 IN PUBLIC AND PRIVATE EDUCATIONAL INSTITUTIONS, FURTHER AMENDING REPUBLIC ACT NO. 7077 , OTHERWISE KNOWN AS THE CITIZEN ARMED FORCE OR ARMED FORCES OF THE PHILIPPINES RESERVIST ACT , AS AMENDED BY REPUBLIC ACT NO. 9163 , OTHERWISE KNOWN AS THE NATIONAL SERVICE TRAINING PROGRAM AND APPROPRIATING FUNDS THEREFOR",SENIOR HIGH SCHOOL RESERVE OFFICERS TRAINING CORPS (ROTC) ACT,"PACQUIAO, EMMANUEL ""MANNY"" D.","May 22, 2019",RESERVE OFFICERS TRAINING CORPS (ROTC); NATIONAL SERVICE TRAINING PROGRAM (NSTP); CITIZEN SERVICE TRAINING COURSE
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2197-17th-congress-republic,"AN ACT AMENDING SECTIONS 141, 142 AND 143 OF REPUBLIC ACT NO. 8424, AS AMENDED, OTHERWISE KNOWN AS THE NATIONAL INTERNAL REVENUE CODE OF 1997","AMENDING SECTIONS 141, 142 AND 143  (SIN TAX, NIRC)","PACQUIAO, EMMANUEL ""MANNY"" D.","January 30, 2019",NATIONAL INTERNAL REVENUE CODE (NIRC); TAXES (SIN TAX)
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2156-17th-congress-republic,AN ACT DECLARING THE THIRD SUNDAY OF NOVEMBER OF EVERY YEAR AS THE 'NATIONAL DAY OF REMEMBRANCE FOR ROAD TRAFFIC VICTIMS IN THE PHILIPPINES,NATIONAL DAY FOR ROAD TRAFFIC VICTIMS IN THE PHILIPPINES,"PIMENTEL, AQUILINO ""KOKO"" III","January 21, 2019",ROAD CRASH VICTIMS
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2164-17th-congress-republic,"AN ACT FURTHER PROMOTING ENTREPRENEURSHIP BY STRENGTHENING, EMPOWERING, AND ENHANCING THE FINANCING PROGRAMS FOR MICRO, SMALL AND MEDIUM ENTERPRISES, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 6977, AS AMENDED, OTHERWISE KNOWN AS THE ""MAGNA CARTA FOR MICRO, SMALL AND MEDIUM ENTERPRISES (MSMES)"" AND FOR OTHER PURPOSES","AMENDING R.A NO. 6977 (THE MAGNA CARTA FOR MICRO, SMALL AND MEDIUM ENTERPRISES)","PIMENTEL, AQUILINO ""KOKO"" III","January 21, 2019","MICRO, SMALL AND MEDIUM ENTERPRISES"
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2208-17th-congress-republic,AN ACT ABOLISHING THE SPECIAL FUNDS CREATED PURSUANT TO REPUBLIC ACT NO. 8794 AND REQUIRING THE MONIES COLLECTED AS MOTOR VEHICLE USER'S CHARGE BE DEPOSITED INTO THE GENERAL FUND.,MOTOR VEHICLE USER'S CHARGE,"PIMENTEL, AQUILINO ""KOKO"" III","June 2, 2019",MOTOR VEHICLES USERS CHARGE (MVUC) (R.A. NO. 8794); ABOLITION
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2176-17th-congress-republic,"AN ACT PROVIDING FOR COMPREHENSIVE ATOMIC REGULATION, CREATING FOR THE PURPOSE, THE PHILIPPINE ATOMIC REGULATORY COMMISSION, AND APPROPRIATING FUNDS THEREFOR",COMPREHENSIVE ATOMIC REGULATION ACT,"SOTTO III, VICENTE C.","January 23, 2019",NUCLEAR; PHILIPPINE ATOMIC REGULATORY COMMISSION; PHILIPPINE NUCLEAR REGULATORY COMMISSION
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2187-17th-congress-republic,"AN ACT CONVERTING THE SAN LORENZO RUIZ WOMEN'S HOSPITAL IN MALABON CITY, METRO MANILA INTO A GENERAL HOSPITAL TO BE KNOWN AS THE SAN LORENZO RUIZ GENERAL HOSPITAL, INCREASING ITS BED CAPACITY FROM TEN (10) TO TWO HUNDRED (200 ) BEDS AND APPROPRIATING FUNDS THEREFOR",SAN LORENZO RUIZ WOMEN'S HOSPITAL (MALABON CITY),"ZUBIRI, JUAN MIGUEL ""MIGZ"" F.","January 29, 2019","HOSPITALS, CONVERSION"
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2147-17th-congress-republic,"AN ACT MAKING ELECTORAL DEBATES MANDATORY, AMENDING FOR THE PURPOSE SECTION 7.3 OF REPUBLIC ACT NO. 9006 OTHERWISE KNOWN AS THE FAIR ELECTION ACT",MANDATORY ELECTORAL DEBATES,"PIMENTEL, AQUILINO ""KOKO"" III","January 15, 2019",FAIR ELECTIONS ACT (R.A.NO. 9006); ELECTORAL DEBATES; ELECTIONS/ELECTORAL REFORMS
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2219-17th-congress-republic,"AN ACT INSTITUTIONALIZING THE PARTICIPATION OF CIVIL SOCIETY ORGANIZATIONS (CSOS) IN THE PREPARATION AND AUTHORIZATION PROCESS OF THE ANNUAL NATIONAL BUDGET, PROVIDING EFFECTIVE MECHANISMS THEREFOR, AND FOR OTHER PURPOSES",PEOPLE'S PARTICIPATION IN THE NATIONAL BUDGET PROCESS ACT OF 2019,"LACSON, PANFILO M.","April 29, 2019",PEOPLES PARTICIPATION; BUDGET
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2229-17th-congress-republic,"AN ACT DESIGNATING THE THIRD SUNDAY OF NOVEMBER AS THE PHILIPPINE DAY OF REMEMBRANCE FOR ROAD CRASH VICTIMS, SURVIVORS AND FAMILIES","PHILIPPINE DAY OF REMEMBRANCE FOR ROAD CRASH VICTIMS, SURVIVORS AND FAMILIES",Ralph G. Recto,"May 22, 2019",ROAD CRASH VICTIMS; ROAD TRAFFIC VICTIMS
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2198-17th-congress-republic,"AN ACT STRENGTHENING THE YOUTH SOCIAL WELFARE PROGRAMS AND EXTENDING THE SCOPE OF REFORMATION AND REHABILITATION OF CHILDREN IN CONFLICT WITH THE LAW, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 9344, AS AMENDED, OTHERWISE KNOWN AS THE 'JUVENILE JUSTICE AND WELFARE ACT OF 2006', AND OTHER RELATED LAWS, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",YOUTH SOCIAL WELFARE PROGRAMS/REFORMATION OF CHILDREN IN CONFLICT WITH THE LAW,"SOTTO III, VICENTE C.","January 30, 2019",JUVENILE JUSTICE AND WELFARE ACT (R.A.NO. 9344); Children in Conflict with the Law; CRIMINAL RESPONSIBILITY AGE; CHILDREN/CHILD CARE; Department of Social Welfare and Development (DSWD)
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2157-17th-congress-republic,AN ACT ESTABLISHING A NATIONAL SENIOR VISION SERVICES PROGRAM FOR ELDERLY PERSONS WITH FUNCTIONAL VISUAL IMPAIRMENTS,SENIOR VISION SERVICES ACT,"BINAY, MARIA LOURDES NANCY S.","January 21, 2019",SENIOR CITIZEN/ELDERLY; VISION CARE
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2165-17th-congress-republic,"AN ACT PROVIDING FOR AN OPT-OUT SYSTEM OF ORGAN AND TISSUE DONATION, PROMOTING THE RIGHT TO HEALTH, PROVIDING PENALTIES THEREFOR, AND FOR OTHER PURPOSES.",ORGAN AND TISSUE DONATION ACT OF 2019,"GORDON, RICHARD J.","January 21, 2019",ORGAN DONATION; HUMAN ORGANS
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2209-17th-congress-republic,"AN ACT INCREASING THE BED CAPACITY OF BICOL MEDICAL CENTER FROM FIVE HUNDRED (500) TO ONE THOUSAND (1000) BEDS, UPGRADING THE SERVICE FACILITIES AND PROFESSIONAL HEALTH CARE THEREIN, AND APPROPRIATING FUNDS THEREFOR",INCREASING THE BED CAPACITY OF BICOL MEDICAL CENTER,"Paolo Benigno ""Bam"" Aquino IV","June 2, 2019","HOSPITALS, INCREASE BED CAPACITY"
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2177-17th-congress-republic,"AN ACT INCREASING THE EXCISE TAX ON TOBACCO PRODUCTS AND AMENDING FOR THE PURPOSE SECTION 145 OF REPUBLIC ACT NO. 8424, OTHERWISE KNOWN AS THE 'TAX REFORM ACT OF 1997', AS AMENDED BY REPUBLIC ACT NO. 9334 AND REPUBLIC ACT NO. 10351, AND FOR OTHER PURPOSES.",INCREASING THE EXCISE TAX ON TOBACCO PRODUCTS,"GATCHALIAN, WIN","January 24, 2019",TOBACCO PRODUCTS/TOBACCO INDUSTRY; TAXES (EXCISE TAX); TAX REFORM ACT
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2188-17th-congress-republic,"AN ACT INCREASING THE BED CAPACITY OF THE MARIANO MARCOS MEMORIAL HOSPITAL AND MEDICAL CENTER (MMMH&MC), BATAC CITY, ILOCOS NORTE FROM TWO HUNDRED (200 ) BEDS TO SEVEN HUNDRED (700 ) BEDS, UPGRADING ITS SERVICES, FACILITIES, AND PROFESSIONAL HEALTH CARE, AUTHORIZING THE INCREASE OF ITS MEDICAL AND NON-MEDICAL PERSONNEL, AND APPROPRIATING FUNDS THEREFOR","MARIANO MARCOS MEMORIAL HOSPITAL (BATAC CITY, ILOCOS NORTE)","PIMENTEL, AQUILINO ""KOKO"" III","January 29, 2019","HOSPITALS, INCREASE BED CAPACITY"
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2148-17th-congress-republic,AN ACT PROVIDING FOR A MAGNA CARTA FOR BARANGAYS,MAGNA CARTA FOR BARANGAYS,"PIMENTEL, AQUILINO ""KOKO"" III","January 15, 2019",MAGNA CARTA FOR BARANGAYS; BARANGAY OFFICIALS
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2220-17th-congress-republic,"AN ACT EXEMPTING ALL VEHICLES FROM PAYING TOLL FEES ON CERTAIN HOLIDAYS, AMENDING FOR THE PURPOSE PRESIDENTIAL DECREE NO. 1112, AS AMENDED",EXEMPTING ALL VEHICLES FROM PAYING TOLL FEES,"SOTTO III, VICENTE C.","April 29, 2019",TOLL FEES; Motor Vehicles
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2230-17th-congress-republic,"AN ACT DESIGNATING THE 3RD SUNDAY OF NOVEMBER ANNUALLY AS THE PHILIPPINE DAY OF REMEMBRANCE FOR ROAD CRASH VICTIMS, SURVIVORS AND FAMILIES","PHILIPPINE DAY OF REMEMBRANCE FOR ROAD CRASH VICTIMS, SURVIVORS AND FAMILIES","EJERCITO, JOSEPH VICTOR G.","May 22, 2019",ROAD CRASH VICTIMS; ROAD TRAFFIC VICTIMS
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2199-17th-congress-republic,"AN ACT STRENGTHENING THE REGULATION OF SOCIAL WELFARE AND DEVELOPMENT AGENCIES, AND APPROPRIATING FUNDS THEREFOR",SOCIAL WELFARE AND DEVELOPMENT AGENCIES ACT,"DE LIMA, LEILA M.","January 31, 2019",SOCIAL WELFARE AND DEVELOPMENT (SWD)
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2166-17th-congress-republic,"AN ACT CREATING THE NATIONAL COMMISSION ON DISABILITY AFFAIRS, DEFINING ITS POWERS, FUNCTIONS AND RESPONSIBILITIES AND APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",NATIONAL COMMISSION ON DISABILITY AFFAIRS ACT OF 2019,"DE LIMA, LEILA M.","January 22, 2019",NATIONAL COMMISSION ON DISABILITY AFFAIRS; PERSONS WITH DISABILITIES (PWDS)
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2168-17th-congress-republic,"AN ACT CREATING THE DAVAO INTERNATIONAL AIRPORT AUTHORITY, TRANSFERRING EXISTING ASSETS OF FRANCISCO BANGOY INTERNATIONAL AIRPORT TO THE AUTHORITY, VESTING THE AUTHORITY WITH POWER TO ADMINISTER AND OPERATE THE FRANCISCO BANGOY INTERNATIONAL AIRPORT AND APPROPRIATING FUNDS THEREFOR",CHARTER OF THE DAVAO INTERNATIONAL AIRPORT AUTHORITY,"ZUBIRI, JUAN MIGUEL ""MIGZ"" F.","January 22, 2019",DAVAO INTERNATIONAL AIRPORT AUTHORITY; AIRPORT
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2138-17th-congress-republic,"AN ACT GRANTING UNIVERSAL SOCIAL PENSION TO ALL SENIOR CITIZENS AGED 65 YEARS OLD AND ABOVE, AMENDING FOR THIS PURPOSE REPUBLIC ACT NO. 7432, AS AMENDED.",LINGAP PARA KAY LOLO AT LOLA ACT,"HONTIVEROS, RISA","January 14, 2019",SENIOR CITIZEN/ELDERLY; PENSION
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2210-17th-congress-republic,"AN ACT ALLOWING AND REGULATING THE USE OF MOTORCYCLES AS PUBLIC UTILITY VEHICLES, AMENDING FOR THIS PURPOSE REPUBLIC ACT NO. 4136, OTHERWISE KNOWN AS THE LAND TRANSPORTATION AND TRAFFIC CODE, AND FOR OTHER PURPOSE",MOTORCYCLES-FOR-HIRE ACT,"ANGARA, SONNY","November 2, 2019",MOTORCYCLE; LAND TRANSPORTATION AND TRAFFIC CODE (R.A. NO. 4136); HABAL-HABAL
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2178-17th-congress-republic,"AN ACT CONVERTING THE SIARGAO DISTRICT HOSPITAL IN THE PROVINCE OF SURIGAO DEL NORTE INTO A LEVEL 3 GENERAL HOSPITAL TO BE KNOWN AS THE SIARGAO ISLAND MEDICAL CENTER, AND APPROPRIATING FUNDS THEREFOR",SIARGAO ISLAND MEDICAL CENTER ACT OF 2019,"EJERCITO, JOSEPH VICTOR G.","January 28, 2019","HOSPITALS, CONVERSION"
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2189-17th-congress-republic,"AN ACT AMENDING THE PENAL AND ADMINISTRATIVE PROVISIONS OF REPUBLIC ACT NO. 9184, OTHERWISE KNOWN AS 'THE GOVERNMENT PROCUREMENT REFORM ACT,' AND FOR OTHER PURPOSES",AMENDING PENAL AND ADMINISTRATIVE PROVISIONS OF R.A. 9184 (THE GOVERNMENT PROCUREMENT REFORM ACT),"PIMENTEL, AQUILINO ""KOKO"" III","January 29, 2019",Government procurement
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2149-17th-congress-republic,AN ACT MANDATING THE USE OF SUSTAINABLE PACKAGING OF CONSUMER PRODUCTS,GREEN PACKAGING ACT OF 2019,"BINAY, MARIA LOURDES NANCY S.","January 15, 2019",RECYCLING; PACKAGING (BIO-DEGRADABLE MATERIALS); CONSUMER PRODUCTS
53,https://ldr.senate.gov.ph/bills/senate-bill-no-2221-17th-congress-republic,"AN ACT ESTABLISHING THE MARINDUQUE SPORTS ACADEMY AND TRAINING CENTER IN BARANGAY BALIIS, MUNICIPALITY OF STA. CRUZ IN THE PROVINCE OF MARINDUQUE",MARINDUQUE SPORTS ACADEMY AND TRAINING CENTER,"GATCHALIAN, WIN","September 5, 2019",SPORTS ACADEMY
