congress_id,link,long_title,short_title,authors,date_filed,subjects
220,https://ldr.senate.gov.ph/bills/house-bill-no-999-18th-congress-republic,"AN ACT CREATING THE NATIONAL LAND REFORM AUTHORITY, DEFINING ITS POWERS AND FUNCTIONS, AND FOR OTHER PURPOSES",N/A,N/A,"July 2, 2019",N/A
220,https://ldr.senate.gov.ph/bills/house-bill-no-9987-18th-congress-republic,"AN ACT TO PROMOTE INVESTMENTS IN AGRICULTURE BY EASING FARMLAND LANDHOLDING RESTRICTIONS, RATIONALIZING LAND TRANSACTION PROCESSES, CREATING FOR THESE PURPOSES THE OFFICE OF COOPERATIVE-LED AGRICULTURAL DEVELOPMENT, AND FOR OTHER PURPOSES",N/A,N/A,"August 17, 2021",N/A
220,https://ldr.senate.gov.ph/bills/house-bill-no-998-18th-congress-republic,"AN ACT GRANTING PHILIPPINE CITIZENSHIP TO MR. LIU, HSIPIN",N/A,N/A,"July 2, 2019",N/A
220,https://ldr.senate.gov.ph/bills/house-bill-no-9979-18th-congress-republic,"AN ACT ESTABLISHING THE BULACAN SPORTS TRAINING CENTER TO BE LOCATED IN THE CITY OF MALOLOS, PROVINCE OF BULACAN, AND APPROPRIATING FUNDS THEREFOR",N/A,N/A,"August 16, 2021",N/A
220,https://ldr.senate.gov.ph/bills/house-bill-no-9978-18th-congress-republic,"AN ACT GRANTING DAVAO LIGHT AND POWER COMPANY, INC. A FRANCHISE TO ESTABLISH, OPERATE AND MAINTAIN, FOR COMMERCIAL PURPOSES AND IN THE PUBLIC INTEREST, A DISTRIBUTION SYSTEM FOR THE CONVEYANCE OF ELECTRIC POWER TO END-USERS IN THE MUNICIPALITY OF MACO IN THE PROVINCE OF DAVAO DE ORO, AND THE MUNICIPALITIES OF ASUNCION, KAPALONG, NEW CORELLA, SAN ISIDRO AND TALAINGOD, AND IN THE CITY OF TAGUM AND ISLAND GARDEN CITY OF SAMAL, IN THE PROVINCE OF DAVAO DEL NORTE, AND ENSURING THE CONTINUOUS AND UNINTERRUPTED SUPPLY OF ELECTRICITY IN THE FRANCHISE AREA",N/A,N/A,"August 16, 2021",N/A
220,https://ldr.senate.gov.ph/bills/house-bill-no-9977-18th-congress-republic,"AN ACT EXTENDING THE EFFECTIVITY OF EXEMPTION FROM IMPORT DUTIES, TAXES AND OTHER FEES FOR THE PROCUREMENT, DEPLOYMENT AND ADMINISTRATION OF COVID-19 VACCINES PROVIDED FOR UNDER SECTION 11 OF REPUBLIC ACT NO. 11525, OTHERWISE KNOWN AS THE COVID-19 VACCINATION PROGRAM ACT OF 2021",N/A,N/A,"August 16, 2021",N/A
220,https://ldr.senate.gov.ph/bills/house-bill-no-9974-18th-congress-republic,"AN ACT CAPACITATING EMPLOYEES TO AVAIL OF LOANS AND IMPROVE CREDIT SCORES BY ENTERING INTO SALARY DEDUCTION AGREEMENT WITH EMPLOYERS AND CREDITOR BANKS WHERE THEY MAINTAIN A PAYROLL ACCOUNT, AMENDING FOR ITS PURPOSE ARTICLE 113 OF PRESIDENTIAL DECREE NO. 442, AS AMENDED, OTHERWISE KNOWN AS ""THE LABOR CODE OF THE PHILIPPINES""",N/A,N/A,"August 16, 2021",N/A
220,https://ldr.senate.gov.ph/bills/house-bill-no-9973-18th-congress-republic,AN ACT PROMOTING THE RIGHT TO REPAIR DIGITAL ELECTRONIC PRODUCTS IN THE PHILIPPINES,N/A,N/A,"August 16, 2021",N/A
220,https://ldr.senate.gov.ph/bills/house-bill-no-9972-18th-congress-republic,"AN ACT CREATING AN INDEPENDENT POLICY-MAKING, QUALITY ASSESSING, RESEARCH AND REGULATORY BODY FOR THE EDUCATION SYSTEM IN THE PHILIPPINES TO BE KNOWN AS THE NATIONAL EDUCATION COMMISSION, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",N/A,N/A,"August 16, 2021",N/A
220,https://ldr.senate.gov.ph/bills/house-bill-no-9970-18th-congress-republic,"AN ACT DESIGNATING THE CITY OF GENERAL SANTOS AS A LONE LEGISLATIVE DISTRICT IN THE PROVINCE OF SOUTH COTABATO, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 11243, ENTITLED ""AN ACT REAPPORTIONING THE FIRST LEGISLATIVE DISTRICT OF THE PROVINCE OF SOUTH COTABATO THEREBY CREATING THE LONE LEGISLATIVE DISTRICT OF GENERAL SANTOS CITY""",N/A,N/A,"August 16, 2021",N/A
