member_id,member_name,representation,bill_code,bill_title,bill_status
66,Joel R.  Chua,"Manila - 3rd District House of Representatives, Quezon City",HR00139,"A RESOLUTION HONORING THE LIFE AND LEGACY OF FORMER
PRESIDENT FIDEL V. RAMOS, AND EXPRESSING THE
PROFOUND CONDOLENCES OF THE HOUSE OF
REPRESENTATIVES TO HIS FAMILY",Consolidated into HR00120
66,Joel R.  Chua,"Manila - 3rd District House of Representatives, Quezon City",HB06608,"AN ACT ESTABLISHING THE MAHARLIKA INVESTMENT FUND,
PROVIDING FOR THE MANAGEMENT, INVESTMENT, AND USE
OF THE PROCEEDS OF THE FUND, AND APPROPRIATING FUNDS THEREFOR","Approved by the House on 2022-12-15, transmitted to the Senate on 2022-12-19 and received by the Senate on 2022-12-19"
66,Joel R.  Chua,"Manila - 3rd District House of Representatives, Quezon City",HB03750,"AN ACT DECLARING THE IMMEDIATE ENVIRONS OF QUIAPO CHURCH,
PLAZA MIRANDA, SAN SEBASTIAN CHURCH, AND PLAZA DEL CARMEN
AS A NATIONAL HERITAGE ZONE AND APPROPRIATING FUNDS FOR ITS
RESTORATION REHABILITATION, CONSERVATION, DEVELOPMENT AND
OTHER PURPOSES",Pending with the Committee on BASIC EDUCATION AND CULTURE since 2022-08-22
66,Joel R.  Chua,"Manila - 3rd District House of Representatives, Quezon City",HB05001,"AN ACT MANDATING PRIVATE HIGHER EDUCATION INSTITUTIONS TO WAIVE THE
COLLEGE ENTRANCE EXAMINATION FEES TO UNDERPRIVILEGED GRADUATING
HIGH SCHOOL STUDENTS AND HIGH SCHOOL GRADUATES BELONGING TO THE
TOP TEN PERCENT (10%) OF THEIR GRADUATING CLASS","Approved by the House on 2022-09-26, transmitted to the Senate on 2022-09-27 and received by the Senate on 2022-09-27"
66,Joel R.  Chua,"Manila - 3rd District House of Representatives, Quezon City",HB06553,"AN ACT CONVERTING THE BATAAN PENINSULA STATE UNIVERSITY-BAGAC
EXTENSION CAMPUS IN THE MUNICIPALITY OF BAGAC, PROVINCE OF
BATAAN, INTO A REGULAR CAMPUS OF THE BATAAN PENINSULA STATE
UNIVERSITY, TO BE KNOWN AS THE â€œBATAAN PENINSULA STATE
UNIVERSITY-BAGAC CAMPUSâ€, AND APPROPRIATING FUNDS THEREFOR",Approved on Second Reading on 2022-12-14
66,Joel R.  Chua,"Manila - 3rd District House of Representatives, Quezon City",HB05001,"AN ACT MANDATING PRIVATE HIGHER EDUCATION INSTITUTIONS TO WAIVE THE
COLLEGE ENTRANCE EXAMINATION FEES TO UNDERPRIVILEGED GRADUATING
HIGH SCHOOL STUDENTS AND HIGH SCHOOL GRADUATES BELONGING TO THE
TOP TEN PERCENT (10%) OF THEIR GRADUATING CLASS","Approved by the House on 2022-09-26, transmitted to the Senate on 2022-09-27 and received by the Senate on 2022-09-27"
66,Joel R.  Chua,"Manila - 3rd District House of Representatives, Quezon City",HR00139,"A RESOLUTION HONORING THE LIFE AND LEGACY OF FORMER
PRESIDENT FIDEL V. RAMOS, AND EXPRESSING THE
PROFOUND CONDOLENCES OF THE HOUSE OF
REPRESENTATIVES TO HIS FAMILY",Consolidated into HR00120
66,Joel R.  Chua,"Manila - 3rd District House of Representatives, Quezon City",HB06608,"AN ACT ESTABLISHING THE MAHARLIKA INVESTMENT FUND,
PROVIDING FOR THE MANAGEMENT, INVESTMENT, AND USE
OF THE PROCEEDS OF THE FUND, AND APPROPRIATING FUNDS THEREFOR","Approved by the House on 2022-12-15, transmitted to the Senate on 2022-12-19 and received by the Senate on 2022-12-19"
66,Joel R.  Chua,"Manila - 3rd District House of Representatives, Quezon City",HB03750,"AN ACT DECLARING THE IMMEDIATE ENVIRONS OF QUIAPO CHURCH,
PLAZA MIRANDA, SAN SEBASTIAN CHURCH, AND PLAZA DEL CARMEN
AS A NATIONAL HERITAGE ZONE AND APPROPRIATING FUNDS FOR ITS
RESTORATION REHABILITATION, CONSERVATION, DEVELOPMENT AND
OTHER PURPOSES",Pending with the Committee on BASIC EDUCATION AND CULTURE since 2022-08-22
66,Joel R.  Chua,"Manila - 3rd District House of Representatives, Quezon City",HB05001,"AN ACT MANDATING PRIVATE HIGHER EDUCATION INSTITUTIONS TO WAIVE THE
COLLEGE ENTRANCE EXAMINATION FEES TO UNDERPRIVILEGED GRADUATING
HIGH SCHOOL STUDENTS AND HIGH SCHOOL GRADUATES BELONGING TO THE
TOP TEN PERCENT (10%) OF THEIR GRADUATING CLASS","Approved by the House on 2022-09-26, transmitted to the Senate on 2022-09-27 and received by the Senate on 2022-09-27"
