congress_id,link,long_title,short_title,authors,date_filed,subjects
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3393-15th-congress-republic,"AN ACT AMEDING SECTIONS 16(A) AND 16 (B) OF REPUBLIC ACT NO. 9231, OTHERWISE KNOWN AS 'AN ACT PROVIDING FOR THE ELIMINATION OF THE WORST FORMS OF CHILD LABOR AND AFFORDING STRONGER PROTECTION FOR THE WORKING CHILD, AMENDING FOR THE PURPOSE OF REPUBLIC ACT NO. 7610, AS AMENDED, OTHERWISE KNOWN AS THE 'SPECIAL PROTECTION OF CHILDREN AGAINST CHILD ABUSE, EXPLOITATION AND DISCRIMINATION ACT'","SPECIAL PROTECTION OF CHILDREN AGAINST CHILD ABUSE, EXPLOITATION AND DISCRIMINATION ACT","LAPID, MANUEL ""LITO"" M.","January 23, 2013","CHILD ABUSE, EXPLOITATION AND DISCRIMINATION ACT (R.A. NO. 7610)"
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3402-15th-congress-republic,"AN ACT REPEALING FOR THIS PURPOSE ARTICLE 133 OF ACT NO. 3815, AS AMENDED, OTHERWISE KNOWN AS THE REVISED PENAL CODE",REVISED PENAL CODE,"CAYETANO, PIA S.","May 2, 2013",FREEDOM OF EXPRESSION; REVISED PENAL CODE (R.A.NO. 3815; AMENDMENTS)
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3383-15th-congress-republic,"AN ACT TO ESTABLISH A NATIONAL FLOOD RESEARCH AND EDUCATION CONSORTIUM TO PLAN, COORDINATE, CONDUCT, AND SHARE RESEARCH ON FLOODING, FLOOD PREVENTION, AND OTHER FLOOD-RELATED ISSUES, AND FOR OTHER PURPOSES",NATIONAL FLOOD RESEARCH AND EDUCATION ACT,Miriam Defensor Santiago,"January 17, 2013",FLOOD/DRAINAGE SYSTEMS
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3394-15th-congress-republic,AN ACT PROVIDING A MECHANISM FOR DISCHARGING THE FILING FEES FOR PETITIONS FOR HABEAS CORPUS,FILING FEES FOR PETITION FOR HABEAS CORPUS,"LAPID, MANUEL ""LITO"" M.","January 23, 2013",HABEAS CORPUS
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3403-15th-congress-republic,"AN ACT AMENDING SECTION 21 OF REPUBLIC ACT NO. 9165, OTHERWISE KNOWN AS THE COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002",COMPREHENSIVE DANGEROUS DRUGS ACT,"SOTTO III, VICENTE C.","June 2, 2013","COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002, AMENDMENTS"
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3384-15th-congress-republic,AN ACT PROHIBITING THE USE OF CELLULAR OR MOBILE TELEPHONES TWO-WAY RADIOS AND OTHER AUDIO-VISUAL ELECTRONIC DEVICES INSIDE MOVIE THEATERS AND OTHER SIMILAR ARENA,SILENT MODE ACT,Miriam Defensor Santiago,"January 17, 2013",CELLULAR PHONES
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3395-15th-congress-republic,AN ACT TO GOVERN THE OPERATIONS AND ADMINISTRATION OF THE OVERSEAS WORKERS WELFARE ADMINISTRATION,OWWA ACT OF 2013,"LEGARDA, LOREN B.","January 24, 2013",OVERSEAS WORKERS WELFARE ADMINISTRATION (OWWA)
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3404-15th-congress-republic,AN ACT AMENDING REPUBLIC ACT NO. 8049 AND FOR OTHER PURPOSES,FRATERNITIES AND SORORITIES SCHOOL ORGANIZATIONS,Miriam Defensor Santiago,"June 2, 2013",Hazing
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3385-15th-congress-republic,AN ACT TO REGULATE THE USE OF FIRECRACKERS AND PYROTECHNIC DEVICES,FIRECRACKER REGULATION ACT,Miriam Defensor Santiago,"January 21, 2013",FIRECRACKERS/PYROTECHNIC DEVICES
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3396-15th-congress-republic,"AN ACT ESTABLISHING THE SAMAR ISLAND NATURAL PARK IN THE PROVINCES OF SAMAR, NORTHERN SAMAR AND EASTERN SAMAR AS A PROTECTED AREA UNDER THE CATEGORY OF NATURAL PARK, PROVIDING FOR ITS MANAGEMENT AND FOR OTHER PURPOSES",SAMAR ISLAND NATURAL PARK (SINP) ACT,"ESTRADA, JINGGOY E.","January 28, 2013",PROTECTED LANDSCAPE/PROTECTED AREA
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3405-15th-congress-republic,"AN ACT INCREASING PENSIONS UNDER THE SOCIAL SECURITY SYSTEM AMENDING FOR THE PURPOSE SECTION 12 OF REPUBLIC ACT NO. 1161, AS AMENDED OTHERWISE KNOWN AS THE SOCIAL SECURITY ACT OF 1997",SOCIAL SECURITY SYSTEM PENSIONS,"ESTRADA, JINGGOY E.","June 2, 2013",SOCIAL SECURITY ACT OF 1997 (R.A.NO. 8282)
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3386-15th-congress-republic,"AN ACT AMENDING SECTION 79, 80 AND 81 OF BATAS PAMBANSA BILANG 881 OTHERWISE KNOWN AS THE OMNIBUS ELECTION CODE OF THE PHILIPPINES",ANTI-PREMATURE CAMPAIGNING ACT,Miriam Defensor Santiago,"January 21, 2013",OMNIBUS ELECTION CODE (BATAS PAMBANSA BLG. 881)
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3397-15th-congress-republic,AN ACT PROVIDING FOR A COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF,COMPREHENSIVE FIREARMS AND AMMUNITION REGULATION ACT,Antonio F. Trillanes IV,"January 28, 2013",FIREARMS
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3387-15th-congress-republic,AN ACT AMENDING SECTION 12 OF REPUBLIC ACT NO. 7166 BY INCLUDING PARTY-LIST REPRESENTATIVE IN THE LIST OF PUBLIC OFFICERS TO BE ELECTED UNDER THE LOCAL ABSENTEE VOTING,LOCAL ABSENTEE VOTING (PARTY-LIST REPRESENTATIVE),"PIMENTEL, AQUILINO ""KOKO"" III","January 21, 2013",ABSENTEE VOTING
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3398-15th-congress-republic,"AN ACT STRENGTHENING THE PHILIPPINE COMPREHENSIVE POLICY ON HIV AND AIDS PREVENTION, TREATMENT, CARE AND SUPPORT AND ESTABLISHING THE PHILIPPINE NATIONAL HIV AND AIDS PROGRAM, REVISING FOR THE PURPOSE REPUBLIC ACT NO. 8504, OTHERWISE KNOWN AS 'THE PHILIPPINE AIDS PREVENTION AND CONTROL ACT OF 1998', AND APPROPRIATING FUNDS THEREFOR",REVISED PHILIPPINE HIV AND AIDS POLICY AND PROGRAM ACT,"CAYETANO, PIA S.","January 28, 2013",HUMAN IMMUNO DEFICIENCY VIRUS (HIV)
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3388-15th-congress-republic,"AN ACT AMENDING REPUBLIC ACT NO. 9296, OTHERWISE KNOWN AS THE MEAT INSPECTION CODE OF THE PHILIPPINES",MEAT INSPECTION CODE,"TRILLANES, ANTONIO ""SONNY"" F.","January 22, 2013",MEAT INSPECTION LAW (R.A.NO. 9296)
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3399-15th-congress-republic,AN ACT INSTITUTIONALIZING THE PHILIPPINE NATIONAL HEALTH RESEARCH SYSTEM,PHILIPPINE NATIONAL HEALTH RESEARCH SYSTEM ACT OF 2013,"TRILLANES, ANTONIO ""SONNY"" F.","January 29, 2013",PHILIPPINE NATIONAL HEALTH RESEARCH
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3389-15th-congress-republic,"AN ACT STRENGTHENING THE NATIONAL ELECTRIFICATION ADMINISTRATION, FURTHER AMENDING FOR THE PURPOSE PRESIDENTIAL DECREE NO. 269, AS AMENDED, OTHERWISE KNOWN AS THE NATIONAL ELECTRIFICATION ADMINISTRATION DECREE",NATIONAL ELECTRIFICATION ADMINISTRATION REFORM ACT,Sergio R. Osmeña III,"January 22, 2013",NATIONAL ELECTRIFICATION ADMINISTRATION
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3390-15th-congress-republic,"AN ACT ESTABLISHING THE PHILIPPINE EAR, NOSE AND THROAT (ENT) CENTER AND APPROPRIATING FUNDS THEREFORE","PHILIPPINE EAR, NOSE AND THROAT CENTER","ESTRADA, JINGGOY E.","January 23, 2013","MEDICAL REHABILITATION; PHILIPPINE EAR, NOSE AND THROAT (ENT)"
48,https://ldr.senate.gov.ph/bills/senate-bill-no-3391-15th-congress-republic,AN ACT TO GOVERN OCCUPATIONAL SAFETY AND HEALTH IN THE CONSTRUCTION INDUSTRY,OCCUPATIONAL SAFETY AND HEALTH IN THE CONSTRUCTION INDUSTRY ACT,"ESTRADA, JINGGOY E.","January 23, 2013",OCCUPATIONAL SAFETY; CONSTRUCTION INDUSTRY
