congress_id,link,long_title,short_title,authors,date_filed,subjects
48,https://ldr.senate.gov.ph/bills/house-bill-no-999-15th-congress-republic,"AN ACT SEPARATING THE ANTIPOLO HIGH SCHOOL - MINALABAC HIGH SCHOOL ANNEX IN BARANGAY ANTIPOLO, MUNICIPALITY OF MINALABAC, PROVINCE OF CAMARINES SUR FROM THE MINALABAC NATIONAL HIGH SCHOOL, CONVERTING IT INTO AN INDEPENDENT NATIONAL HIGH SCHOOL TO BE KNOWN AS ANTIPOLO NATIONAL HIGH SCHOOL, AND APPROPRIATING FUNDS THEREFOR",N/A,N/A,"July 7, 2010",N/A
48,https://ldr.senate.gov.ph/bills/house-bill-no-998-15th-congress-republic,"AN ACT SEPARATING THE BAGOLATAO HIGH SCHOOL-VILLAMAYOR H IGH SCHOOL ANNEX IN BARANGAY BAGOLATAO, MUNICIPALITY OF MINALABAC, PROVINCE OF CAMARINES SUR FROM THE VILLAMAYOR HIGH SCHOOL, CONVERTING IT INTO AN INDEPENDENT NATIONAL HIGH SHOOL TO BE KNOWN AS BAGOLATAO NATIONAL HIGH SCHOOL, AND APPROPRIATING FUNDS THEREFOR",N/A,N/A,"July 7, 2010",N/A
48,https://ldr.senate.gov.ph/bills/house-bill-no-997-15th-congress-republic,"AN ACT SEPARATING THE MANTALISAY HIGH SCHOOL-SAN JUAN HIGH SCHOOL ANNEX IN BARANGALY MANTALISAY, MUNICIPALITY OF LIBMANAN, PROVINCE OF CAMARINES SUR FROM THE SAN JUAN NATIONAL HIGH SCHOOL, CONVERTING IT INTO AN INDEPENDENT NATIONAL HIGH SCHOOL TO BE KNOWN AS MANTALISAY NATIONAL HIGH SCHOOL, AND APPROPRIATING FUNDS THEREFOR",N/A,N/A,"July 7, 2010",N/A
48,https://ldr.senate.gov.ph/bills/house-bill-no-996-15th-congress-republic,"AN ACT SEPARATING THE DR. NELSON MEJIA HIGH SCHOOL-BAHAY PROVINCIAL HIGH SCHOOL ANNEX IN BARANGAY SAN VICENTE, MUNICIPALITY OF LIBMANAN, PROVINCE OF CAMARINES SUR FROM THE BAHAY PROVINCIAL HIGH SCHOOL, CONVERTING IT INTO AN INDEPENDENT NATIONAL HIGH SCHOOL TO BE KNOWN AS DR. NELSON MEJIA NATIONAL HIGH SCHOOL, AND APPROPRIATING FUNDS THEREFOR",N/A,N/A,"July 7, 2010",N/A
48,https://ldr.senate.gov.ph/bills/house-bill-no-995-15th-congress-republic,"AN ACT SEPARATING THE EDUARDO T. AGOMAA HIGH SCHOOL-SAN ISIDRO HIGH SCHOOL ANNEX IN BARANGAY DUANG NIOG, MUNICIPALITY OF LIBMANAN, PROVINCE OF CAMARINES SUR FROM THE SAN ISIDRO NATIONAL HIGH SCHOOL, CONVERTING IT INTO AN INDEPENDENT NATIONAL HIGH SCHOOL TO BE KNOWN AS EDUARDO T. AGOMAA NATIONAL HIGH SCHOOL, AND APPROPRIATING FUNDS THEREFOR",N/A,N/A,"July 7, 2010",N/A
48,https://ldr.senate.gov.ph/bills/house-bill-no-994-15th-congress-republic,"AN ACT SEPARATING THE NORTHERN PLAIN HIGH SCHOOL-SAN ISIDRO NATIONAL HIGH SCHOOL ANNEX IN BARANGAY PATAG, MUNICIPALITY OF LIBMANAN, PROVINCE OF CAMARINES SUR FROM THE SAN ISIDRO NATIONAL HIGH SCHOOL, CONVERTING IT INTO AN INDEPENDENT NATIONAL HIGH SCHOOL TO BE KNOWN AS NORTHERN PLAIN NATIONAL HIGH SCHOOL, AND APPROPRIATING FUNDS THEREFOR",N/A,N/A,"July 7, 2010",N/A
48,https://ldr.senate.gov.ph/bills/house-bill-no-993-15th-congress-republic,"AN ACT SEPARATING THE CARMEL HIGH SCHOOL-SAN ISIDRO HIGH SCHOOL ANNEX IN BARANGAY POTOT, MUNICIPALITY OF LIBMANAN, PROVINCE OF CAMARINES SUR FROM THE SAN ISIDRO NATIONAL HIGH SCHOOL, CONVERTING IT INTO AN INDEPENDENT NATIONAL HIGH SCHOOL TO BE KNOWN AS CARMEL NATINAL HIGH SCHOOL, AND APPROPRIATING FUNDS THEREFOR",N/A,N/A,"July 7, 2010",N/A
48,https://ldr.senate.gov.ph/bills/house-bill-no-992-15th-congress-republic,"AN ACT ESTABLISHING THE TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES ('TUP') EXTENSION CAMPUS IN THE MUNICIPALITY OF LIBMANAN, CAMARINES SUR AND APPROPRIATING FUNDS THEREFOR",N/A,N/A,"July 7, 2010",N/A
48,https://ldr.senate.gov.ph/bills/house-bill-no-991-15th-congress-republic,"AN ACT CONVERTING THE CARANAN-MACAD-TINALMUD ROAD WHICH IS AN EXTENSION OF DANAO-PASACAO NATIONAL ROAD IN THE MUNICIPALITY OF PASACAO, PROVINCE OF CAMARINES SUR INTO A NATIONAL SECONDARY ROAD",N/A,N/A,"July 7, 2010",N/A
48,https://ldr.senate.gov.ph/bills/house-bill-no-990-15th-congress-republic,"AN ACT CONVERTING THE LIBMANAN DISTRICT HOSPITAL AT THE MUNICIPALITY OF LIBMANAN, CAMARINES SUR INTO AN ANNEX OF THE BICOL MEDICAL CENTER IN NAGA CITY AND APPROPRIATING FUNDS THEREFOR",N/A,N/A,"July 7, 2010",N/A
